meanings,jlpt_level,stroke_count,radicals,reading_kun,reading_on
"['stupid', 'foolish']",,17,187,['おろ.か'],"['ガイ', 'シ', 'イ', 'ギ', 'タイ']"
['name of a legendary swift horse'],,18,187,[],"['リョク', 'ロク']"
['tall (7 chi) horse'],,18,187,[],['ライ']
"[""horse's mane"", 'bristles']",,18,187,['たてがみ'],['ソウ']
"['to verity', 'to fulfill', 'to examine', 'to hold an inquest']",,18,187,"['あかし', 'しるし', 'ため.す']",['ケン']
"['horse', 'run']",,18,187,['そえうま'],['ヒ']
"['gallop', 'rush about', 'pursue', 'run']",,19,187,['はせる'],"['ブ', 'ム']"
[],,19,187,[],"['カク', 'キャク', 'バク', 'ミャク']"
['horse'],,19,187,[],"['テイ', 'ダイ']"
['bay'],,19,187,['つきげ'],"['カ', 'ゲ']"
['mane'],,19,187,['たてがみ'],"['ソウ', 'ス']"
"['(of a horse) lively', 'vigorous']",,19,187,['すす.む'],"['キ', 'ケツ', 'ケチ']"
['tan horse'],,19,187,[],"['カ', 'イ', 'カイ', 'ゲ']"
"['stallion', 'promote']",,20,187,['おすうま'],"['シツ', 'シチ', 'チョク']"
['famous horse'],,20,187,['くりげ'],"['リュウ', 'ル']"
"['run', 'race']",,20,187,['はし.る'],['トク']
['bay'],,20,187,[],"['ゲン', 'ガン', 'ガ']"
"['mounted escort', 'groom']",,20,187,['うまかい'],"['シュウ', 'シュ', 'ス', 'チュ', 'スウ']"
"['geld', 'castrate']",,20,187,[],['セン']
"['heavy horse', 'horse unable to move because of twisted leg', 'plodding']",,21,187,['おもい'],['チ']
"['wild horse', 'mustang', 'wild']",,21,187,['おご.る'],"['ゴウ', 'ギョウ']"
['horse with a bluish white color'],,21,187,['あしげ'],"['ソウ', 'ス']"
['an excellent horse'],,22,187,['あかくりげ'],"['カ', 'ゲ']"
[],,22,187,['はし.る'],"['ハツ', 'ハチ']"
['name of a famous horse'],,22,187,[],"['シュク', 'スク']"
[],,22,187,['まだらうま'],['リン']
[],,22,187,['くりげ'],"['リュウ', 'ル']"
['black horse'],,22,187,['くろくりげ'],"['テン', 'タン', 'ドン']"
['black (horse)'],,23,187,['くろくりげ'],"['テツ', 'デチ']"
[],,24,187,['らば'],"['タク', 'チャク', 'ラク', 'ワク']"
['crooked bones'],,13,188,"['ま.がる', 'ま.げる', 'あつ.まる', 'すておく']",['イ']
[],,13,188,[],['ウ']
[],,13,188,['こぼね'],['ヨク']
['dirty'],,14,188,[],['コウ']
[],,15,188,['やじり'],"['ハク', 'ゴウ', 'ギョウ', 'ホウ', 'ビョウ']"
['putrid carcass'],,15,188,['ほね'],"['シ', 'サイ', 'ジャ']"
[],,15,188,"['からだ', 'かたち']","['タイ', 'テイ']"
"['coccyx', 'backbone', 'hips']",,15,188,['しり'],"['テイ', 'タイ']"
[],,16,188,['は.ぎ'],"['コウ', 'キョウ', 'ゴウ']"
[],,16,188,['またぐら'],"['カ', 'ケ']"
"['any object that sticks in throat', 'bony']",,17,188,[],"['コウ', 'キョウ']"
[],,18,188,[],['ヘン']
"['thigh bone', 'hipbone', 'kneecap']",,18,188,['もも'],"['カイ', 'ケ', 'カ']"
['shoulder bone'],,19,188,[],"['グ', 'ゴウ', 'ガイ']"
['shoulder blade'],,20,188,['かいがらぼね'],['ハク']
"['pelvis', 'hip-bone', 'humerus']",,20,188,['もも'],['ホウ']
['hip-bone'],,21,188,['こしぼね'],"['リョウ', 'ロオ', 'リュウ']"
[],,22,188,['かぶらや'],"['コウ', 'キョウ']"
"['dirty', 'firm', 'fat']",,23,188,['きたない'],['ソウ']
['kneecap'],,24,188,[],['ヒン']
"['hipbone', 'hip']",,25,188,['こしぼね'],"['カン', 'コン']"
"['the skull', 'the forehead']",,26,188,"['かしら', 'あたま']",['ロ']
[],,15,189,['あき.らか'],['コウ']
[],,18,189,['たか.い'],['キョウ']
"['shave head as punishment', 'prune']",,12,190,['そる'],['コン']
[],,14,190,['うるし'],"['キュウ', 'ク', 'シ']"
"['beard', 'mustache']",,14,190,['おおひげ'],"['ゼン', 'ネン']"
['long hair'],,14,190,[],"['タン', 'ドン']"
[],,14,190,[],['ヒン']
[],,15,190,[],['ヒ']
['wig'],,15,190,['かもじ'],['ヒ']
['state'],,15,190,['たれがみ'],"['ボウ', 'ム', 'モウ']"
"['whiskers', 'bristles on the jaws of an animal']",,16,190,['あごひげ'],"['ジ', 'ニ']"
[],,16,190,['うるし'],"['キュウ', 'ク', 'シ']"
"['the hair disheveled', 'as in mourning']",,16,190,['たば.ねる'],"['ガチ', 'カツ']"
['to dress the hair'],,17,190,['くくりがみ'],"['サ', 'セ']"
[],,17,190,[],"['サ', 'シャ']"
['to shave'],,17,190,"['かみ', 'まい', 'そ.る', 'す.る']",['テイ']
['favus'],,17,190,[],['リ']
['the hair on the temples'],,17,190,[],['ヒン']
"['mane', 'neck bristles']",,18,190,['たてがみ'],"['ソウ', 'ズ', 'ゾウ']"
[],,18,190,['かもじ'],"['テイ', 'タイ', 'セキ', 'テキ', 'シャク', 'チャク']"
"['unkempt hair', 'loose', 'flowing hair']",,18,190,[],['ホウ']
['fine growth of hair curly hair'],,18,190,['うるわ.しい'],['ケン']
[],,19,190,['たてがみ'],"['ソウ', 'ス']"
"['forelock', 'bangs']",,19,190,[],['セン']
[],,19,190,['お.ちる'],"['タ', 'ツイ', 'ズイ', 'キ', 'ダ']"
"['beard', 'mustache', 'whiskers']",,19,190,[],['コ']
"['favus', 'scabies']",,19,190,[],['ラツ']
"[""horse's mane"", 'fins']",,20,190,['たてがみ'],['キ']
"['black', 'glossy hair']",,20,190,['おお.い'],['シン']
['wild hair'],,21,190,[],"['サン', 'シン', 'セン']"
['matted hair'],,21,190,['みだ.れる'],['ソウ']
[],,22,190,['たてがみ'],['リョウ']
['to go bald'],,22,190,['は.げる'],"['カン', 'ケン', 'サン', 'ゼン']"
['to make a top knot'],,23,190,"['たば.ねる', 'もとゆい']","['カツ', 'ガチ', 'カイ', 'ケ']"
"['struggle', 'fight', 'compete', 'contend']",,14,191,"['たたか.う', 'あらそ.う']",['トウ']
[],,22,191,['ほ.える'],"['カン', 'ケン']"
"['struggle', 'fight', 'compete', 'contend']",,24,191,"['たたか.う', 'あらそ.う']",['トウ']
[],,16,193,['こしき'],"['ケン', 'ガン', 'ゴン']"
['pot'],,17,193,['かま'],"['フ', 'レキ', 'リャク']"
"['big iron pot', 'cauldron']",,18,193,['おおがま'],"['セン', 'シン']"
['pot'],,19,193,['あつ.まる'],"['ソウ', 'ス']"
[],,21,193,['かま'],"['キ', 'ケイ', 'エ']"
[],,21,193,['に.る'],['ショウ']
[],,13,194,['ばけもの'],"['ビ', 'ミ']"
"['mischievous', 'one footed spirit that dwells in the mountains']",,17,194,['すだま'],['ショウ']
['bear'],,18,194,[],"['タイ', 'ズイ', 'ツイ']"
[],,18,194,['みにく.い'],['キ']
[],,21,194,['おに'],['キ']
[],,23,194,[],"['キョ', 'コ']"
[],,24,194,"['みにく.い', 'しこ']",['シュウ']
['the mullet'],,13,195,['たちうお'],['トウ']
['fish trap'],,13,195,['えり'],[]
[],,14,195,['つる'],"['テキ', 'チャク', 'チョウ']"
['barracuda'],,15,195,"['たなご', 'かます']","['ショ', 'ヨ']"
[],,15,195,"['こがめ', 'こち', 'ひもの']","['キョウ', 'コウ']"
"['shark family', 'including some rays and skates']",,15,195,"['さめ', 'ちちぶ']","['サ', 'シャ', 'ショウ']"
"['blowfish', 'globefish', 'spheroides vermicular']",,15,195,['ふぐ'],['トン']
[],,15,195,['かれい'],['カイ']
['the young of fish'],,15,195,['さかなのこ'],['シン']
['sole or flounder'],,15,195,['かれい'],['ハン']
[],,15,195,['あおうみがめ'],"['ゲン', 'ガン']"
[],,15,195,[],['ヒ']
['barracuda'],,15,195,"['ぶり', 'はまち', 'かます']","['シ', 'ソウ']"
['shrimp'],,15,195,['えび'],['フン']
['cuttlefish'],,15,195,[],['ユウ']
[],,15,195,[],['ナマズ']
[],,15,195,['とど'],[]
[],,16,195,"['う.ねる', 'うろこ']","['レイ', 'リョウ', 'リン']"
['snakefish'],,16,195,['なまず'],['タ']
[],,16,195,['さば'],"['フツ', 'ブチ']"
[],,16,195,['ます'],"['ヒツ', 'ビチ']"
['fish'],,16,195,['えつ'],"['セイ', 'ザイ', 'シ', 'ジ']"
[],,16,195,['いわな'],"['ビ', 'ミ']"
['bream'],,16,195,['たい'],['チョウ']
[],,16,195,"['みごい', 'しろうお', 'がんき', 'かすべ']","['ハク', 'ビャク', 'ハ', 'ベ']"
[],,16,195,['はや'],"['ユウ', 'ユ', 'シュウ', 'ジュ']"
[],,16,195,['かわはぎ'],['ヒ']
[],,16,195,"['なまぐさ.い', 'なまぐさ', 'さけ']","['セイ', 'ショウ', 'ソウ']"
"['blowfish', 'globefish', 'tetraodon']",,16,195,['ふぐ'],"['タイ', 'イ']"
[],,16,195,[],['キョ']
"['clam', 'oyster']",,17,195,['はまぐり'],"['キツ', 'ギチ', 'ケツ', 'ケチ']"
['dried fish'],,17,195,"['ふか', 'ひもの']","['ショウ', 'ヨウ']"
"['roe', 'milt', 'fish eggs']",,17,195,['はららご'],"['ジ', 'ニ', 'ジク', 'ニク']"
['snakefish'],,17,195,['かつお'],"['トウ', 'ズ']"
['the sheat fish'],,17,195,"['なまず', 'すけそう']","['イ', 'テイ', 'ダイ', 'シ']"
[],,17,195,"['にごい', 'あみ']","['ホウ', 'ビョウ', 'ヘイ', 'ヒツ', 'ビチ']"
[],,17,195,"['たなご', 'せいご', 'からすみ']","['ホ', 'ブ', 'コ', 'ク', 'ヒ', 'カ', 'ケ']"
"['small kind of sturgeon, found in the Yangtze']",,17,195,[],['カイ']
[],,17,195,[],['ボラ']
[],,17,195,"['まて', 'こち']",['モテ']
[],,18,195,"['なまず', 'すけそう']","['イ', 'テイ', 'ダイ', 'シ']"
[],,18,195,"['にべ', 'いしもち']","['ベン', 'メン', 'バン', 'マン']"
[],,18,195,"['さめ', 'ちちぶ']","['サ', 'シャ', 'ショウ']"
[],,18,195,[],['シン']
[],,18,195,['くさ.る'],"['ダイ', 'ナイ']"
['dried fish'],,18,195,['ほしうお'],['チョウ']
"['fish bones', 'honest', 'upright']",,18,195,[],"['コウ', 'キョウ']"
['carp'],,18,195,['あめのうお'],['カン']
['fish'],,18,195,"['はや', 'はえ']","['ユウ', 'ユ']"
['Japanese dace'],,18,195,['うぐい'],[]
[],,18,195,['すばしり'],[]
['dried fish'],,19,195,"['ふか', 'ひもの']","['ショウ', 'ヨウ']"
[],,19,195,['くさ.る'],"['ダイ', 'ナイ']"
['fish guts'],,19,195,['はらわた'],"['コ', 'ク']"
[],,19,195,[],"['トウ', 'ツ']"
[],,19,195,['むつ'],"['リク', 'ロク']"
"['pomfret', 'stromateoides argenteus']",,19,195,['まながつお'],['ショウ']
['carp'],,19,195,['せんざんこう'],['リョウ']
"['small fish', 'small', 'minnow']",,19,195,['みごい'],"['ソウ', 'ス']"
[],,19,195,['このしろ'],['セイ']
[],,19,195,['すけそう'],['テイ']
['anchovy'],,20,195,"['ひしこ', 'なまず', 'すけそう']","['イ', 'テイ', 'ダイ', 'シ']"
['blowfish'],,20,195,['ふぐ'],"['コウ', 'グ']"
[],,20,195,"['なまぐさ.い', 'なまぐさ', 'さけ']","['セイ', 'ショウ', 'ソウ']"
['blowfish'],,20,195,['ふぐ'],['ショ']
"['carassius auratus', 'crucian carp', 'surf perch']",,20,195,"['ふな', 'たなご']","['セキ', 'シャク', 'ショク', 'ソク']"
['bream'],,20,195,['おしきうお'],['ヘン']
[],,20,195,['あめのうお'],['カン']
['cuttlefish'],,20,195,['いか'],['ソク']
['sheat'],,20,195,['なまず'],"['エン', 'オン']"
[],,20,195,[],"['ヒョク', 'ヒキ']"
[],,20,195,"['うなぎ', 'するめ']",['ヨウ']
[],,20,195,[],['タ']
[],,20,195,['むろあじ'],['ムロア']
[],,20,195,['わかさぎ'],['ハヤ']
[],,20,195,['はらか'],[]
['big-mouthed flounder'],,21,195,['にしん'],"['ケン', 'カン', 'ゲン']"
['squid'],,21,195,['いか'],"['オ', 'ウ']"
[],,21,195,"['うみえび', 'つくら', 'すばしり']","['バ', 'メ']"
"[""Reeves' shad"", 'hilsa herring']",,21,195,"['このしろ', 'はす']",['シ']
[],,21,195,['はや'],['シ']
[],,21,195,['おこぜ'],"['トウ', 'チン', 'ジン']"
['sole'],,21,195,['かれい'],"['チョウ', 'トウ']"
"['the nautilus', 'the ray']",,21,195,['えい'],['ヨウ']
[],,21,195,['まながつお'],"['コウ', 'オウ']"
"['silver carp', 'hypophthalmiathys']",,22,195,['たなご'],['レン']
['codfish'],,22,195,['いしもち'],"['ビン', 'ミン']"
[],,22,195,['このしろ'],"['セイ', 'サイ']"
['minnow'],,22,195,['はや'],"['チョウ', 'ジョウ', 'ショウ']"
['herring'],,22,195,['このしろ'],"['シュウ', 'ジュ']"
[],,22,195,['さめ'],"['チク', 'ジク']"
[],,22,195,['どじょう'],"['シュウ', 'シュ']"
['anchovy'],,22,195,[],"['セン', 'タン', 'レン']"
['kind of tench'],,22,195,['このしろ'],"['ショウ', 'ジュ', 'ユ', 'ヨウ']"
['turtle'],,23,195,['すっぽん'],['ヘツ']
[],,23,195,[],"['イツ', 'イチ', 'シュツ', 'ジュチ']"
[],,23,195,['みごい'],['キョウ']
"['ray', 'skate']",,23,195,"['かじき', 'えい']","['シン', 'イン']"
['dried fish'],,23,195,['ほしうお'],"['シュク', 'スク', 'シュウ', 'シュ']"
['Moray eel'],,23,195,"['うつぼ', 'うみへび', 'ごまめ']","['セン', 'タ']"
['eel'],,23,195,"['うみへび', 'ごまめ']",['セン']
['mandarin fish'],,23,195,['さけ'],"['ケイ', 'ケ', 'ケツ', 'カチ']"
['sturgeon'],,23,195,"['ちょうざめ', 'かじき']",['シン']
['fish name'],,23,195,['えそ'],[]
[],,24,195,['えい'],['フン']
[],,24,195,"['やもめ', 'や.む', 'やもお']","['カン', 'コン']"
['king crab'],,24,195,['かぶとがに'],"['コウ', 'グ', 'ヨク', 'オク']"
['sturgeon'],,24,195,['こい'],"['タン', 'セン', 'テン']"
[],,24,195,['はたはた'],[]
[],,24,195,['しいら'],[]
[],,24,195,[],['キョウ']
[],,24,195,['むつ'],['アイ']
['codfish'],,25,195,['ぎぎ'],['ショウ']
"['bream', 'minnow']",,25,195,['たなご'],"['ショ', 'ヨ']"
[],,25,195,['しいら'],[]
[],,26,195,['からすみ'],['リョウ']
[],,26,195,['さより'],['シン']
"['crocodile', 'alligator']",,27,195,['わに'],['ガク']
"['fresh', 'new', 'delicious', 'rare', 'few']",,33,195,"['あたらしい', 'すく.ない']",['セン']
['swallow'],,12,196,['つばめ'],"['イツ', 'イチ', 'アツ', 'エチ']"
"['turtledove', 'cuckoo']",,14,196,['よぶこどり'],['シ']
['bird'],,15,196,[],"['シ', 'キ']"
[],,15,196,['ついば.む'],"['ケン', 'キン', 'カン', 'コン']"
[],,15,196,['みぞごいさぎ'],['ホウ']
['the tailor-bird the working bird'],,15,196,['さざき'],"['ケツ', 'ケチ', 'ケイ', 'ケ']"
[],,16,196,[],"['ド', 'ヌ']"
[],,16,196,['かわせみ'],['リュウ']
[],,16,196,['わかたか'],"['ヘン', 'ホン']"
[],,16,196,['ははどり'],['シ']
['mynah'],,16,196,['ははつちょう'],['ク']
['owl'],,16,196,['ふくろう'],"['ヨウ', 'キョウ']"
['swallow'],,17,196,[],"['ジ', 'ニ']"
['the crow'],,17,196,['まなづる'],"['カツ', 'カチ', 'ケチ']"
[],,17,196,['しめ'],['シ']
['quail'],,17,196,['うずら'],"['アン', 'エン']"
[],,17,196,"['すずめ', 'ちどり']","['コウ', 'ギョウ']"
['the pelican'],,17,196,[],"['テイ', 'ダイ', 'イ']"
[],,17,196,['さぎ'],['ロ']
[],,17,196,[],"['ラク', 'カク', 'キャク']"
['species of bird resembling quail'],,17,196,['うずら'],"['ジョ', 'ニョ']"
"['horned owl', 'scops chinensis', 'bird of ill omen']",,17,196,['みみずく'],"['キュウ', 'ク']"
[],,17,196,[],"['チュウ', 'チュ']"
[],,17,196,['とき'],[]
[],,18,196,['ほととぎす'],"['コウ', 'キョウ']"
['species of pigeon'],,18,196,[],"['ホツ', 'ボチ']"
[],,18,196,[],['シュン']
['buzzard'],,18,196,['よたか'],"['キョウ', 'ゴウ']"
[],,18,196,[],['ライ']
[],,18,196,[],['シン']
[],,18,196,['かけす'],[]
"['owl-like bird', 'buzzard']",,19,196,['みみずく'],['フク']
['quail'],,19,196,['うずら'],"['アン', 'オン']"
['pheasant'],,19,196,"['きじ', 'やまどり']","['トウ', 'チョウ', 'タク']"
['eagle'],,19,196,"['きざ.む', 'わし', 'ほ.る']",['チョウ']
[],,19,196,['からす'],['ア']
['co-worker'],,19,196,[],"['エン', 'オン']"
['pigeon'],,19,196,['こばと'],"['スイ', 'シュン']"
[],,19,196,['ぬえ'],"['コウ', 'ク']"
['bird resembling the crane'],,19,196,"['とうまる', 'しゃも']","['ウン', 'コン']"
['hawk'],,19,196,[],['ゲキ']
[],,19,196,['ごいさぎ'],"['セイ', 'ショウ']"
[],,19,196,[],['ライ']
['oriole'],,19,196,[],"['コウ', 'キョウ']"
['crossbill'],,19,196,['いすか'],[]
[],,19,196,['きくいただき'],['キクイ']
[],,20,196,['おしどり'],"['セキ', 'シャク', 'チョク', 'シャ']"
[],,20,196,[],"['ビョウ', 'ミョウ']"
[],,20,196,['ふなしうずら'],['アン']
['large waterfowl with naked head'],,20,196,['う'],"['シュウ', 'シュ']"
['kind of hawk'],,20,196,['ほととぎす'],"['テイ', 'ダイ', 'シ']"
['pelican'],,20,196,[],"['コ', 'ゴ']"
"['crossbill', 'species of nightingale']",,20,196,['やまどり'],"['カツ', 'ガチ', 'フン', 'カイ', 'カク']"
[],,20,196,['もず'],"['ケキ', 'キャク']"
['oriole'],,21,196,['まなづる'],"['ソウ', 'ショウ']"
[],,21,196,['つる'],"['コク', 'カク']"
['soar'],,21,196,['とぶ'],"['ケン', 'コン']"
"['chick', 'fledging', 'infant', 'toddler']",,21,196,"['ひな', 'ひよこ']","['スウ', 'ス', 'ジュ']"
['the owl'],,21,196,['みみずく'],"['リュウ', 'ル']"
['fabulous mythical bird'],,21,196,['ついば.む'],"['ケン', 'カン']"
['cormorant'],,21,196,['う'],['シ']
['quail'],,21,196,['うずら'],"['アン', 'エン']"
"['chicks', 'fledglings']",,21,196,['ひな'],"['コウ', 'ク', 'カク', 'コク']"
[],,21,196,[],['テイ']
['pheasant'],,21,196,[],"['ゲキ', 'ギャク']"
[],,22,196,['とびうお'],"['ゴウ', 'ギュウ', 'グ']"
['call'],,22,196,['な.く'],"['ヨウ', 'イ', 'ユイ']"
['seagull'],,22,196,['かもめ'],['エイ']
"['seagull', 'tern']",,22,196,['かもめ'],['オウ']
"['anthus', 'skylark']",,22,196,['ひばり'],"['リュウ', 'ル', 'ボウ', 'ム']"
['the turquoise kingfisher'],,22,196,['たか'],"['ソウ', 'ショウ']"
['phoenix'],,22,196,['おおとり'],['サク']
[],,22,196,[],"['ギョ', 'ゴ']"
['the egret'],,23,196,['しらさぎ'],['シ']
['cormorant'],,23,196,['う'],"['イ', 'エイ']"
['pheasant'],,23,196,[],"['ヘツ', 'ヘチ', 'ヘイ', 'ヒ']"
['turquoise kingfisher'],,23,196,[],"['シュク', 'スク']"
[],,23,196,['おおやまどり'],['キョウ']
[],,23,196,"['つばめ', 'つばくら', 'つばくろ']",['エン']
"['silver pheasant', 'phasianus nycth']",,23,196,"['とび', 'しらきじ']","['カン', 'ケン']"
['silver pheasant badge worn by civil officials of the 5th grade'],,23,196,"['とび', 'しらきじ']","['カン', 'ゲン']"
['swallow'],,24,196,[],['イ']
[],,24,196,['こばと'],"['ヘキ', 'ヒャク', 'ハク', 'ヒ']"
['kind of water bird'],,24,196,['おしどり'],['ケイ']
"['kind of bird of prey', 'hawk']",,24,196,['はやぶさ'],"['セン', 'ケン']"
"['the mango-bird', 'the Chinese oriole']",,25,196,[],"['ヨウ', 'オウ']"
[],,25,196,['やまどり'],"['テキ', 'ジャク', 'タク']"
['kind of large waterfowl with red'],,25,196,[],['ガク']
['the eastern jackdaw'],,25,196,[],['ヨ']
['cormorant'],,27,196,"['かしら', 'あたま']",['ロ']
[],,27,196,['つる'],['カク']
[],,28,196,['ひばり'],['ヤク']
['species of mynah'],,29,196,['ははつちょう'],['ク']
['Chinese oriole'],,30,196,[],"['リ', 'レイ', 'ライ']"
"['salty', 'salt']",,21,197,['しお'],"['サ', 'シ']"
['impure carbonate of sodium of natron'],,21,197,['しおけ'],"['カン', 'ケン']"
"['alkaline', 'alkali', 'lye', 'salt']",,24,197,['あ.く'],"['ケン', 'カン', 'セン']"
"['female deer', 'doe']",,13,198,['めじか'],"['ユウ', 'ユ']"
['species of deer'],,13,198,[],['キ']
"['till', 'plow']",,15,198,['おおしか'],"['ホウ', 'ビョウ']"
"['coarse', 'rough', 'rude']",,15,198,"['はな.れる', 'あら.い']",['ソ']
['small spotted deer found in N. China'],,16,198,['おおしか'],"['ホウ', 'ビョウ']"
"['general name for the hornless deer', 'to collect', 'to band together']",,16,198,['のろ'],"['キン', 'クン']"
[],,17,198,[],"['シン', 'シ']"
[],,18,198,[],"['キン', 'クン']"
[],,19,198,['おおしか'],"['ケイ', 'キョウ']"
['scent'],,20,198,[],"['キョウ', 'コウ']"
['fawn'],,20,198,[],"['ベイ', 'マイ']"
"['roebuck', 'moschus chinloo']",,22,198,['のろ'],['ショウ']
"['rough', 'coarse', 'big']",,33,198,"['はな.れる', 'あら.い']",['ソ']
[],,15,199,['むぎこがし'],['ショウ']
[],,16,199,['ふすま'],['フ']
['porridge'],,16,199,['むぎがゆ'],"['キョ', 'コ']"
"['yeast', 'leaven']",,17,199,['こうじ'],['キク']
['barley'],,17,199,[],"['ボウ', 'ム']"
[],,19,199,"['こむぎ', 'むぎ']","['ライ', 'リョク', 'リキ', 'リ']"
"['yeast', 'leaven', 'surname']",,19,199,['こうじ'],['キク']
"['flour', 'dough', 'noodles']",,20,199,['むぎこ'],"['メン', 'ベン']"
[],,16,201,['たけし'],['コウ']
"['yellow', 'augment', 'increase']",,17,201,['きいろ'],"['トウ', 'ツ']"
[],,18,201,[],['コウ']
['red'],,16,203,['あか'],"['タン', 'トン', 'チン']"
"['black and shining', 'ebony']",,18,203,['こくたん'],"['エイ', 'イ']"
['blue-black'],,20,203,['あおぐろい'],"['エン', 'アン', 'オン']"
"['dark, sallow colour']",,20,203,['くろ.い'],"['レイ', 'ライ', 'リ']"
[],,21,203,"['くろ.い', 'なべずみ']","['カン', 'ケン', 'アン', 'エン']"
[],,21,203,['あおぐろい'],"['エン', 'アン', 'オン']"
"['black', 'dark', 'unclear', 'private']",,22,203,['くろ.い'],"['タン', 'ドン', 'チン', 'ジン']"
"[""young girl's hair style""]",,22,203,['くろかみ'],"['シン', 'アン', 'エン']"
[],,22,203,['まゆずみ'],"['タイ', 'ダイ', 'チン', 'ジン']"
['grey black'],,23,203,['うすあおぐろい'],['サン']
[],,25,203,['は.がれる'],"['タン', 'セン']"
[],,28,203,['くろ.い'],"['ロ', 'ル']"
"['large turtle', 'sea turtle']",,17,205,['あおうみがめ'],"['ゲン', 'ガン']"
"['kind of sea turtle', 'surname']",,18,205,['うみがめ'],"['チョウ', 'ジョウ']"
['the edible water-frog'],,19,205,['か.える'],"['ワイ', 'カイ']"
"['large reptile', 'water lizard']",,25,205,['わに'],"['タ', 'タン', 'セン']"
['cover of tripod cauldron'],,15,206,[],"['ベキ', 'ミャク', 'ケイ']"
['incense tripod'],,15,206,['かなえ'],"['ダイ', 'ナイ', 'ドウ', 'ノウ']"
[],,15,206,['かなえ'],['テイ']
['large tripod cauldron with small mouth'],,16,206,['かなえ'],['シ']
"['drum', 'to drum, from whence comes: to rouse', 'to swell', 'to bulge']",,13,207,['つづみ'],"['コ', 'ク']"
['drum'],,19,207,['つつみうつ'],['フン']
['small revolving drum with knobs'],,19,207,['ふりつづみ'],['トウ']
['drum carried on horseback'],,21,207,['つつ.み'],"['ヘイ', 'バイ']"
['drumming'],,21,207,[],['チョウ']
['drum'],,21,207,['おおつづみ'],['コウ']
[],,25,207,[],['トウ']
['variety of mole'],,17,208,['もぐらもち'],['フン']
[],,18,208,['てん'],['チョウ']
['weasel'],,18,208,['いたち'],"['セイ', 'ショウ', 'ソウ']"
"['marmot', 'squirrel']",,18,208,['むささび'],"['セキ', 'ジャク']"
['flying squirrel'],,20,208,['むささび'],['ゴ']
[],,21,208,[],"['セイ', 'ショウ']"
[],,22,208,[],['コン']
['kind of insectivorous rodent'],,22,208,['もぐら'],"['エン', 'オン']"
['mouse'],,23,208,['はつかねずみ'],['ケイ']
"['kind of insectivorous rodent', 'mole']",,23,208,['もぐら'],"['エン', 'オン']"
[],,28,208,['むささび'],['ルイ']
[],,16,209,['かぎばな'],"['キュウ', 'ク', 'キョウ']"
['clogged nose'],,16,209,['つ.まる'],"['グ', 'キュウ']"
[],,17,209,['あおむきばな'],"['ゴツ', 'ゴチ', 'カイ']"
"['snore loudly', 'very', 'extremely']",,19,209,['かぎばな'],"['コウ', 'ク', 'コ']"
[],,23,209,['ねいき'],"['カツ', 'カチ', 'アツ', 'アチ']"
['red sores on nose'],,23,209,['はなのわき'],"['シャ', 'サ']"
"['smell', 'to smell']",,24,209,['か.ぐ'],['キュウ']
['stuffed nose'],,24,209,['はなづまり'],"['オウ', 'オ', 'ヨウ']"
[],,24,209,['あかばな'],"['サ', 'シャ']"
[],,16,211,['かけば'],"['シン', 'ソン', 'トン']"
"['gnaw', 'bite', 'nibble']",,18,211,['か.む'],"['コツ', 'ゴチ', 'ケツ']"
[],,19,211,[],"['ガ', 'ゲ']"
"['gums (of the teeth)', 'to dispute']",,19,211,['はぐき'],['キン']
[],,19,211,[],['カイ']
['to chew'],,20,211,['か.む'],"['サク', 'ジャク', 'サ', 'ジャ']"
['chew the cud'],,20,211,"['にれ.がむ', 'にげ.かむ']","['チ', 'シ']"
['to display the teeth'],,20,211,[],['ゲン']
[],,21,211,['うすば'],"['キュウ', 'グ']"
"['to chew', 'to bite']",,21,211,"['か.む', 'か.じる']","['コウ', 'ゴウ']"
['tooth-ache'],,23,211,['いた.む'],"['ショ', 'ソ']"
['bite'],,23,211,['か.む'],['キ']
['teeth grown in old age'],,23,211,[],"['ゲイ', 'ジ', 'ニ']"
['to bite'],,23,211,['か.む'],"['サク', 'ジャク', 'サ', 'ジャ']"
[],,23,211,['せま.る'],"['サク', 'ソク', 'セク', 'シュク', 'シュウ']"
['toothless'],,24,211,[],['グン']
['uneven (teeth)'],,24,211,[],"['ゴウ', 'グ']"
[],,25,211,[],"['シュウ', 'シュ', 'サク', 'ザク']"
[],,28,211,['まがりば'],"['キン', 'コン']"
[],,19,212,"['つつし.む', 'のぼ.る', 'ともしびおおい']","['キョウ', 'ク', 'アク']"
"['disorderly', 'messy', 'huge', 'big']",,19,212,['たかどの'],"['ホウ', 'ロウ', 'ル']"
['high and bright'],,20,212,[],"['エン', 'ゲン']"
[],,21,212,['た.つ'],"['リュウ', 'リョウ', 'ロウ']"
"['give', 'present', 'referential']",,22,212,['そな.える'],"['キョウ', 'ク', 'ヨウ', 'ユ']"
"['flight of a dragon', 'dragons moving']",,32,212,['おそ.れる'],"['トウ', 'ソウ']"
[],,33,212,"['かみ', 'よし']","['レイ', 'リョウ']"
['turtle'],,28,213,['すっぽん'],"['ベツ', 'ヘツ']"
"['to blow', 'exhale']",,21,214,"['ふく', 'ふきな.らす']",['スイ']
"['in harmony', 'calm', 'peaceful']",,22,214,"['やわ.らぐ', 'やわ.らげる', 'なご.む', 'なご.やか']","['ワ', 'オ', 'カ']"
